Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Indonesia","Production","Green corn (maize)","2022","t","869000"
"Crops and livestock products","Indonesia","Production","Green garlic","2022","t","30582.31"
"Crops and livestock products","Indonesia","Production","Groundnuts, excluding shelled","2022","t","379000"
"Crops and livestock products","Indonesia","Production","Hen eggs in shell, fresh","2022","t","5941593"
"Crops and livestock products","Indonesia","Production","Hen eggs in shell, fresh","2022","1000 No","132035400"
"Crops and livestock products","Indonesia","Production","Horse meat, fresh or chilled","2022","t","1338"
"Crops and livestock products","Indonesia","Production","Kapok fruit","2022","t","200838.72"
"Crops and livestock products","Indonesia","Production","Kenaf, and other textile bast fibres, raw or retted","2022","t","3337"
"Crops and livestock products","Indonesia","Production","Leeks and other alliaceous vegetables","2022","t","638734.52"
"Crops and livestock products","Indonesia","Production","Maize (corn)","2022","t","23564000"
"Crops and livestock products","Indonesia","Production","Mangoes, guavas and mangosteens","2022","t","4125243.73"
"Crops and livestock products","Indonesia","Production","Meat of buffalo, fresh or chilled","2022","t","21120"
"Crops and livestock products","Indonesia","Production","Meat of cattle with the bone, fresh or chilled","2022","t","498923"
"Crops and livestock products","Indonesia","Production","Meat of chickens, fresh or chilled","2022","t","4040989"
"Crops and livestock products","Indonesia","Production","Meat of ducks, fresh or chilled","2022","t","41972"
"Crops and livestock products","Indonesia","Production","Meat of goat, fresh or chilled","2022","t","63658"
"Crops and livestock products","Indonesia","Production","Meat of pig with the bone, fresh or chilled","2022","t","262763"
"Crops and livestock products","Indonesia","Production","Meat of rabbits and hares, fresh or chilled","2022","t","494"
"Crops and livestock products","Indonesia","Production","Meat of sheep, fresh or chilled","2022","t","54650"
"Crops and livestock products","Indonesia","Production","Mushrooms and truffles","2022","t","63155.23"
"Crops and livestock products","Indonesia","Production","Natural rubber in primary forms","2022","t","3135287"
"Crops and livestock products","Indonesia","Production","Nutmeg, mace, cardamoms, raw","2022","t","40565"
"Crops and livestock products","Indonesia","Production","Oil palm fruit","2022","t","256829530.67"
"Crops and livestock products","Indonesia","Production","Onions and shallots, dry (excluding dehydrated)","2022","t","1982360.22"
"Crops and livestock products","Indonesia","Production","Oranges","2022","t","2684978.1"
"Crops and livestock products","Indonesia","Production","Other beans, green","2022","t","923024.26"
"Crops and livestock products","Indonesia","Production","Other fruits, n.e.c.","2022","t","1323413.38"
"Crops and livestock products","Indonesia","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","t","106563.1"
"Crops and livestock products","Indonesia","Production","Other pulses n.e.c.","2022","t","1485.72"
"Crops and livestock products","Indonesia","Production","Other stimulant, spice and aromatic crops, n.e.c.","2022","t","193167.81"
"Crops and livestock products","Indonesia","Production","Other sugar crops n.e.c.","2022","t","198640.51"
"Crops and livestock products","Indonesia","Production","Other tropical fruits, n.e.c.","2022","t","2242406.77"
"Crops and livestock products","Indonesia","Production","Other vegetables, fresh n.e.c.","2022","t","590046.01"
"Crops and livestock products","Indonesia","Production","Papayas","2022","t","1089578.12"
"Crops and livestock products","Indonesia","Production","Pepper (Piper spp.), raw","2022","t","81962"
"Crops and livestock products","Indonesia","Production","Pineapples","2022","t","3203775.15"
"Crops and livestock products","Indonesia","Production","Potatoes","2022","t","1503998.26"
"Crops and livestock products","Indonesia","Production","Pumpkins, squash and gourds","2022","t","552093"
"Crops and livestock products","Indonesia","Production","Raw hides and skins of buffaloes","2022","t","3489.39"
"Crops and livestock products","Indonesia","Production","Raw hides and skins of cattle","2022","t","49892.3"
"Crops and livestock products","Indonesia","Production","Raw hides and skins of goats or kids","2022","t","13544.26"
"Crops and livestock products","Indonesia","Production","Raw hides and skins of sheep or lambs","2022","t","11627.66"
"Crops and livestock products","Indonesia","Production","Raw milk of buffalo","2022","t","90521.65"
"Crops and livestock products","Indonesia","Production","Raw milk of cattle","2022","t","968980"
"Crops and livestock products","Indonesia","Production","Raw milk of goats","2022","t","370363.45"
"Crops and livestock products","Indonesia","Production","Raw milk of sheep","2022","t","151602.06"
"Crops and livestock products","Indonesia","Production","Rice","2022","t","54748977.08"
"Crops and livestock products","Indonesia","Production","Seed cotton, unginned","2022","t","89"
"Crops and livestock products","Indonesia","Production","Sheep fat, unrendered","2022","t","3372.02"
"Crops and livestock products","Indonesia","Production","Shorn wool, greasy, including fleece-washed shorn wool","2022","t","24360.97"
"Crops and livestock products","Indonesia","Production","Silk-worm cocoons suitable for reeling","2022","t","24.49"
"Crops and livestock products","Indonesia","Production","Sisal, raw","2022","t","345.8"
"Crops and livestock products","Indonesia","Production","Soya beans","2022","t","301000"
"Crops and livestock products","Indonesia","Production","Spinach","2022","t","170821.36"
"Crops and livestock products","Indonesia","Production","Sugar cane","2022","t","32400000"
"Crops and livestock products","Indonesia","Production","Sweet potatoes","2022","t","875000"
"Crops and livestock products","Indonesia","Production","Tea leaves","2022","t","595000"
"Crops and livestock products","Indonesia","Production","Tomatoes","2022","t","1168743.69"
"Crops and livestock products","Indonesia","Production","Unmanufactured tobacco","2022","t","225579"
"Crops and livestock products","Indonesia","Production","Vanilla, raw","2022","t","1965"
"Crops and livestock products","Indonesia","Production","Watermelons","2022","t","367816.47"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Almonds, in shell","2022","t","88560.71"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","t","61718.34"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Apples","2022","t","1989734.04"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Apricots","2022","t","305932.21"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Artichokes","2022","t","17915.32"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Asparagus","2022","t","22020.08"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Bananas","2022","t","132277.93"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Barley","2022","t","3000000"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Beans, dry","2022","t","160016.93"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Broad beans and horse beans, dry","2022","t","17926.82"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Broad beans and horse beans, green","2022","t","0"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Buffalo fat, unrendered","2022","t","241.01"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Cabbages","2022","t","299454.37"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Cantaloupes and other melons","2022","t","700000"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Carrots and turnips","2022","t","328224.71"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Castor oil seeds","2022","t","27.33"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Cattle fat, unrendered","2022","t","9974.85"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Cauliflowers and broccoli","2022","t","59605.97"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Cherries","2022","t","105389.53"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Chick peas, dry","2022","t","176080.38"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","t","3836.22"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","93763.67"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Cucumbers and gherkins","2022","t","411360.68"
"Crops and livestock products","Iran (Islamic Republic of)","Production","Dates","2022","t","1030459.72"
